--- Worksheet: 1996 ---
Year	Month	DayofMonth	DayOfWeek	DepTime	CRSDepTime	ArrTime	CRSArrTime	UniqueCarrier	FlightNum	TailNum	ActualElapsedTime	CRSElapsedTime	AirTime	ArrDelay	DepDelay	Origin	Dest	Distance	TaxiIn	TaxiOut	Cancelled	CancellationCode	Diverted	CarrierDelay	WeatherDelay	SDelay	SecurityDelay	LateAircraftDelay
1997	1	13	1	1854	1845	1920	1925	WN	523	N55	86	100	70	-5	9	DTW	STL	440	5	11	0		0					
1997	1	29	3	1430	1425	1534	1525	WN	358	N94	64	60	40	9	5	MDW	STL	251	6	18	0		0					
1997	1	16	4	1718	1445	2238	2017	TW	348	N9307R	200	212	185	141	153	SAN	STL	1558	6	9	0		0					
1997	1	7	2	2111	2105	2246	2235	DL	1135	N952DL	95	90	77	11	6	ATL	TOL	549	4	14	0		0					
1997	1	6	1	942	920	1212	1146	US	433	N623AU	150	146	140	26	22	PHL	TPA	920	4	6	0		0					
1997	1	25	6	835	835	1038	1040	WN	1782	N372	63	65	51	-2	0	SAN	TUS	367	3	9	0		0					
1997	1	11	6	1254	0	1545	0	AA	1192	N582AA	111	115	94	-4	0	B	LGA	764	4	13	0		0					
1997	1	19	7	1908	1855	2337	2305	CO	628	N76823	209	190	175	32	13	IAH	LGA	1416	4	30	0		0					
1997	1	3	5	1205	1205	1235	1239	DL	928	N914DE	90	94	65	-4	0	ATL	LIT	453	6	19	0		0					
1997	1	9	4	1620	1550	1919	1806	CO	1283	N19623	239	196	179	73	30	EWR	MCI	1092	4	56	0		0					
1997	1	28	2	1430	1430	1707	1715	WN	1278	N28	97	105	81	-8	0	B	MCO	616	5	11	0		0					
1997	1	31	5	1344	1325	1613	1605	DL	257	N957DL	149	160	130	8	19	LGA	MCO	950	3	16	0		0					
1997	1	20	1	750	750	857	845	WN	251	N613	127	115	114	12	0	BWI	MDW	611	3	10	0		0					
1997	1	30	4	1139	1145	1227	1239	NW	946	N752NW	48	54	36	-12	-6	BHM	MEM	211	4	8	0		0					
1997	1	21	2	1454	1210	1615	1327	UA	2008	N906UA	81	77	56	168	164	SFO	MFR	329	4	21	0		0					
1997	1	19	7	739	0	1551	0	AA	898	N5DHAA	312	292	285	20	0	LAX	MIA	2342	8	19	0		0					
1997	1	17	5	2136	2125	2241	2223	TW	532	N409EA	65	58	38	18	11	STL	MLI	187	4	23	0		0					
1997	1	31	5	826	0	1105	0	AA	832	N2CAAA	159	152	143	29	22	DFW	MSP	852	3	13	0		0					
1997	1	13	1	1241	1245	1359	1405	NW	1089	N782NC	78	80	66	-6	-4	MDW	MSP	349	2	10	0		0					
1997	1	16	4	109	115	651	640	NW	928	N535US	222	205	199	11	-6	SFO	MSP	1589	12	11	0		0					
1997	1	4	6	1059	1100	1618	1636	UA	1088	N436UA	199	216	184	-18	-1	LAX	MSY	1671	3	12	0		0					
1997	1	6	1	1720	1605	1914	1828	UA	379	N7254U	234	263	218	46	75	ORD	OAK	1835	5	11	0		0					
1997	1	1	3	1912	1855	2106	2056	UA	1617	N9052U	114	121	90	10	17	ORD	OKC	693	5	19	0		0					
1997	1	17	5	2311	2250	2308	2250	WN	1102	N613	57	60	47	18	21	PHX	ONT	325	2	8	0		0					
1997	1	30	4	1242	1245	1404	1420	UA	559	N7283U	142	155	126	-16	-3	BOS	ORD	867	3	13	0		0					
1997	1	15	3	1233	0	1604	0	AA	2244	N559AA	211	133	118	111	33	DFW	ORD	802	26	67	0		0					
1997	1	23	4	1053	1055	1303	1321	CO	180	N35888	130	146	113	-18	-2	IAH	ORD	925	6	11	0		0					
1997	1	21	2	1814	1545	2009	1735	DL	348	N910DE	175	170	154	154	149	MCO	ORD	1005	8	13	0		0					
1997	1	30	4	1517	0	1656	0	AA	1881	N2DCAA	159	139	127	19	-1	PHL	ORD	678	16	16	0		0					
1997	1	6	1	838	835	1441	1436	UA	952	N526UA	243	241	215	5	3	SFO	ORD	1846	3	25	0		0					
1997	1	22	3	835	835	919	916	AS	52	N730AS	44	41	32	3	0	OME	OTZ	183	3	9	0		0					
1997	1	23	4	706	706	847	842	AS	427	N765AS	101	96	81	5	0	OAK	PDX	543	3	17	0		0					
1997	1	5	7	621	625	736	744	US	1487	N285AU	75	79	63	-8	-4	BTV	PHL	336	5	7	0		0					
1997	1	5	7	1338	0	1624	0	AA	2126	N886AA	166	161	140	8	3	MIA	PHL	1013	3	23	0		0					
1997	1	30	4	1800	1800	1904	1910	WN	563	N379	64	70	52	-6	0	ABQ	PHX	328	2	10	0		0					
1997	1	14	2		0		0	AA	875	UNKNOW						DCA	DFW	1192	0	0	1		0					
1997	1	27	1	602	600	658	700	DL	1734	N940DL	56	60	42	-2	2	IAH	DFW	224	6	8	0		0					
1997	1	10	5	705	705	917	904	DL	587	N992DL	192	179	173	13	0	MIA	DFW	1121	7	12	0		0					
1997	1	17	5	1846	1800	2034	2014	US	692	N828US	168	194	151	20	46	PIT	DFW	1068	5	12	0		0					
1997	1	17	5	1212	0	1410	0	AA	467	N2CEAA	118	119	87	29	30	STL	DFW	551	8	23	0		0					
1997	1	19	7	1610	1610	1755	1800	NW	1573	N771NC	105	110	89	-5	0	CLT	DTW	500	9	7	0		0					
1997	1	21	2	924	900	1616	1558	NW	440	N503US	232	238	211	18	24	LAS	DTW	1750	7	14	0		0					
1997	1	19	7	643	645	819	832	NW	257	N506US	96	107	72	-13	-2	PHL	DTW	453	12	12	0		0					
1997	1	27	1	815	815	852	855	WN	120	N337	97	100	91	-3	0	DAL	ELP	562	2	4	0		0					
1997	1	17	5	700	700	841	834	CO	1228	N10251	101	94	87	7	0	CLT	EWR	529	4	10	0		0					
1997	1	1	3	1056	1055	1318	1322	CO	488	N14106	142	147	120	-4	1	MCO	EWR	938	7	15	0		0					
1997	1	10	5	2202	2200	617	607	UA	78	N505UA	315	307	282	10	2	SFO	EWR	2565	9	24	0		0					
1997	1	21	2	1516	1505	1605	1555	WN	270	N505	49	50	36	10	11	MCO	FLL	178	3	10	0		0					
1997	1	30	4	1201	1205	1243	1257	NW	1577	N912RW	42	52	23	-14	-4	DTW	GRR	120	4	15	0		0					
1997	1	23	4	1923	1900	2249	2228	UA	953	N1858U	326	328	306	21	23	SFO	HNL	2398	6	14	0		0					
1997	1	9	4	925	925	1009	1010	WN	898	N332	44	45	35	-1	0	SAT	HOU	192	2	7	0		0					
1997	1	10	5	816	810	1602	1545	UA	946	N766UA	286	275	248	17	6	LAX	IAD	2288	4	34	0		0					
1997	1	9	4	1004	915	1257	1227	CO	426	N17402	113	132	96	30	49	DEN	IAH	861	5	12	0		0					
1997	1	19	7	1450	1450	1630	1637	CO	1527	N938MC	160	167	138	-7	0	MIA	IAH	964	7	15	0		0					
1997	1	25	6	1334	1330	1541	1544	UA	1168	N976UA	67	74	51	-3	4	DEN	ICT	419	5	11	0		0					
1997	1	5	7	1652	0	2115	0	AA	1426	N2DFAA	203	113	176	122	32	ORD	ISP	773	5	22	0		0					
1997	1	25	6	2204	2200	547	603	UA	22	N601UA	283	303	254	-16	4	LAX	JFK	2475	4	25	0		0					
1997	1	25	6	1005	940	1105	1028	UA	1616	N7286U	120	108	102	37	25	DEN	LAS	629	5	13	0		0					
1997	1	9	4	1304	0	1511	0	AA	711	N563AA	247	241	195	80	74	ORD	LAS	1515	4	48	0		0					
1997	1	4	6	929	850	937	905	WN	1756	N372	68	75	56	32	39	SLC	LAS	368	4	8	0		0					
1997	1	3	5	2322	2330	608	632	NW	932	N145US	286	302	257	-24	-8	HNL	LAX	2556	8	21	0		0					
1997	1	8	3	1605	1600	1733	1717	UA	2595	N943UA	88	77	60	16	5	OAK	LAX	337	16	12	0		0					
1997	1	4	6	1001	955	1225	1207	US	1	N614AU	324	312	301	18	6	PIT	LAX	2136	11	12	0		0					
1997	1	3	5	1635	1600	1712	1640	WN	148	N335	97	100	88	32	35	DAL	ABQ	580	3	6	0		0					
1997	1	28	2	819	815	947	923	US	992	N864US	88	68	74	24	4	PIT	ALB	367	3	11	0		0					
1997	1	1	3	1004	1005	1101	1100	DL	788	N989DL	57	55	45	1	-1	CAE	ATL	191	4	8	0		0					
1997	1	16	4	1850	1645	2043	1846	NW	503	N8877Z	113	121	78	117	125	DTW	ATL	594	6	29	0		0					
1997	1	9	4	1919	1800	2236	2029	DL	581	N733DS	197	149	136	127	79	LGA	ATL	761	7	54	0		0					
1997	1	1	3	1945	1920	2224	2207	DL	1261	N176DN	99	107	80	17	25	ORD	ATL	606	8	11	0		0					
1997	1	8	3	1425	1425	2219	2144	DL	672	N632DL	294	259	274	35	0	SEA	ATL	2182	10	10	0		0					
1997	1	22	3	630	630	710	710	WN	553	N95	40	40	31	0	0	HOU	AUS	148	2	7	0		0					
1997	1	5	7	1956	1955	2234	2234	DL	1434	N122DL	158	159	140	0	1	PBI	BDL	1133	8	10	0		0					
1997	1	5	7	1547	0	1742	0	AA	580	N2BCAA	115	111	79	4	0	DFW	B	631	6	30	0		0					
1997	1	1	3	848	0	1334	0	AA	1450	N439AA	226	233	216	-9	-2	AUS	BOS	1698	4	6	0		0					
1997	1	23	4	830	830	935	930	DL	1824	N472DA	65	60	36	5	0	LGA	BOS	185	4	25	0		0					
1997	1	5	7	1057	1055	1201	1201	CO	1690	N13512	64	66	51	0	2	IAH	BRO	308	3	10	0		0					
1997	1	24	5	744	745	846	851	UA	2129	N376UA	62	66	48	-5	-1	SFO	BUR	326	2	12	0		0					
1997	1	3	5	822	810	1024	1015	WN	87	N320	122	125	111	9	12	MCO	BWI	787	2	9	0		0					
1997	1	1	3		1635		1733	NW	1799	N92S		58				MSP	CID	221	0	0	1		0					
1997	1	9	4	1351	1125	1600	1325	WN	1642	N316	69	60	51	155	146	MDW	CLE	307	2	16	0		0					
1997	1	10	5	1500	1501	1547	1552	US	736	N446US	47	51	35	-5	-1	CHS	CLT	168	3	9	0		0					
1997	1	17	5	947	945	1234	1245	US	1037	N576US	107	120	94	-11	2	MCI	CLT	809	4	9	0		0					
1997	1	6	1	1755	1757	1902	1910	US	1690	N396US	67	73	50	-8	-2	SDF	CLT	336	10	7	0		0					
1997	1	16	4	828	830	957	959	US	1593	N943VJ	89	89	75	-2	-2	PHL	CMH	405	3	11	0		0					
1997	1	16	4	703	700	803	743	DL	1951	N683DA	60	43	28	20	3	CMH	CVG	116	6	26	0		0					
1997	1	29	3	1309	1310	1452	1457	DL	2046	N138DL	103	107	80	-5	-1	PHL	CVG	507	9	14	0		0					
1997	1	3	5	1619	1600	1713	1655	WN	40	N61	54	55	43	18	19	HOU	DAL	239	3	8	0		0					
1997	1	26	7	1223	1225	1411	1407	DL	746	N920DE	108	102	74	4	-2	ATL	DCA	547	16	18	0		0					
1997	1	26	7	836	840	1123	1136	NW	854	N766NC	107	116	91	-13	-4	MEM	DCA	762	4	12	0		0					
1997	1	31	5	1912	1905	2037	2022	CO	1619	N72824	205	197	176	15	7	CLE	DEN	1201	7	22	0		0					
1997	1	2	4	1350	1350	1411	1410	UA	1185	N364UA	81	80	68	1	0	LNK	DEN	423	6	7	0		0					
1997	1	21	2	810	800	1126	1125	UA	1043	N7453U	136	145	103	1	10	SFO	DEN	967	6	27	0		0					
1997	2	22	6	2127	2125	2310	2311	UA	2775	N303UA	103	106	89	-1	2	DEN	PHX	602	3	11	0		0					
1997	2	20	4	2030	2030	2240	2235	WN	1511	N669	70	65	52	5	0	LAX	PHX	370	5	13	0		0					
1997	2	9	7	1851	1840	2142	2128	HP	2456	N183AW	111	108	99	14	11	SFO	PHX	651	5	7	0		0					
1997	2	24	1	1836	1840	1935	1932	US	1559	N411US	59	52	45	3	-4	BUF	PIT	186	7	7	0		0					
1997	2	6	4	918	845	1129	1107	US	222	N816US	131	142	116	22	33	MCO	PIT	834	4	11	0		0					
1997	2	20	4	1106	1045	1135	1120	US	576	N982VJ	89	95	75	15	21	CLT	PNS	488	5	9	0		0					
1997	2	12	3	1717	1635	1850	1816	CO	1243	N14212	93	101	55	34	42	EWR	RDU	416	5	33	0		0					
1997	2	7	5	2043	2035	2133	2125	WN	1683	N378	50	50	37	8	8	SJC	RNO	188	3	10	0		0					
1997	2	20	4	2012	1850	2122	2000	AA	509	N5CSAA	190	190	161	82	82	DFW	SAN	1171	6	23	0		0					
1997	2	24	1	2140	2140	2224	2228	DL	437	N138DL	104	108	84	-4	0	SLC	SAN	626	3	17	0		0					
1997	2	24	1	833	835	927	934	US	1838	N866US	54	59	37	-7	-2	CLT	SAV	213	4	13	0		0					
1997	2	1	6	1435	1430	1533	1529	AS	442	N933AS	58	59	42	4	5	GEG	SEA	224	3	13	0		0					
1997	2	3	1	843	840	1038	1042	UA	2332	N372UA	115	122	94	-4	3	SFO	SEA	679	3	18	0		0					
1997	2	22	6	1015	1020	1647	1705	UA	182	N1847U	272	285	254	-18	-5	HNL	SFO	2398	2	16	0		0					
1997	2	12	3	934	915	1106	1059	AS	242	N784AS	92	104	71	7	19	PDX	SFO	550	5	16	0		0					
1997	2	24	1	1647	1647	1817	1823	TW	573	N405EA	90	96	78	-6	0	STL	SHV	476	4	8	0		0					
1997	2	14	5	1015	930	1517	1413	US	1969	N777AU	242	223	202	64	45	BWI	SJU	1565	28	12	0		0					
1997	2	8	6	644	645	900	901	DL	1424	N101DA	76	76	54	-1	-1	LAS	SLC	368	10	12	0		0					
1997	2	26	3	1616	1358	1813	1615	TW	341	N110HM	177	197	162	118	138	STL	SLC	1156	3	12	0		0					
1997	2	4	2	1443	1443	1600	1603	AS	436	N782AS	77	80	65	-3	0	OAK	S	371	5	7	0		0					
1997	2	14	5	1228	1230	1318	1308	TW	101	N996Z	110	98	97	10	-2	CLE	STL	487	7	6	0		0					
1997	2	15	6	1044	1044	1202	1215	TW	90	N975Z	78	91	66	-13	0	JAN	STL	444	6	6	0		0					
1997	2	6	4	1913	1915	2018	2032	TW	105	N64347	65	77	46	-14	-2	ORD	STL	258	7	12	0		0					
1997	2	3	1	1852	1855	2020	2043	DL	994	N908DL	88	108	75	-23	-3	CVG	SWF	583	3	10	0		0					
1997	2	10	1	1840	1840	1925	1925	WN	1051	N102	45	45	37	0	0	JAX	TPA	180	3	5	0		0					
1997	2	26	3	1805	1805	2025	2025	WN	821	N332	80	80	63	0	0	LAX	TUS	451	3	14	0		0					
1997	2	18	2	630	630	726	732	DL	1821	N479DA	56	62	44	-6	0	BOS	LGA	185	2	10	0		0					
1997	2	10	1	1917	1915	2134	2153	US	1046	N232US	137	158	119	-19	2	MCO	LGA	950	4	14	0		0					
1997	2	11	2	917	920	1007	1011	NW	1709	N8929E	50	51	28	-4	-3	MEM	LIT	129	7	15	0		0					
1997	2	7	5	1806	1710	1903	1810	WN	1175	N515	57	60	47	53	56	OKC	MCI	313	5	5	0		0					
1997	2	7	5	2212	2009	122	2331	AA	638	N635AA	130	142	106	111	123	DFW	MCO	984	5	19	0		0					
1997	2	1	6	938	940	1142	1155	US	1049	N508AU	124	135	110	-13	-2	PIT	MCO	834	3	11	0		0					
1997	2	17	1	1127	1130	1250	1254	NW	1088	N9330	83	84	59	-4	-3	MSP	MDW	349	13	11	0		0					
1997	2	14	5	1714	1714	1859	1852	NW	1068	N501US	105	98	85	7	0	ORD	MEM	491	6	14	0		0					
1997	2	14	5	1035	1015	1416	1321	CO	495	N13331	221	186	165	55	20	EWR	MIA	1086	5	51	0		0					
1997	2	2	7	1953	1954	2101	2111	TW	237	N64346	68	77	51	-10	-1	STL	MKE	317	3	14	0		0					
1997	2	6	4	1236	1220	1545	1507	UA	1154	N7447U	129	107	89	38	16	DEN	MSP	680	5	35	0		0					
1997	2	8	6	659	700	812	815	NW	351	N521US	73	75	45	-3	-1	MKE	MSP	297	4	24	0		0					
1997	2	2	7	1130	1130	1307	1304	TW	507	N982PS	97	94	73	3	0	STL	MSP	449	6	18	0		0					
1997	2	1	6	935	935	1138	1136	UA	1715	N311UA	183	181	168	2	0	ORD	MTJ	1081	3	12	0		0					
1997	2	20	4	1800	1740	1954	1940	WN	1443	N371	114	120	95	14	20	SEA	OAK	671	4	15	0		0					
1997	2	10	1	1821	1828	1900	1909	AS	57	N745AS	39	41	29	-9	-7	OTZ	OME	183	3	7	0		0					
1997	2	19	3	1703	1702	1927	1939	AA	2044	N2BEAA	144	157	128	-12	1	AUS	ORD	978	5	11	0		0					
1997	2	24	1	1159	1200	1308	1304	UA	617	N376UA	129	124	113	4	-1	DCA	ORD	612	4	12	0		0					
1997	2	27	4	1239	1243	1415	1410	AA	793	N2CJAA	156	147	136	5	-4	HPN	ORD	738	7	13	0		0					
1997	2	10	1	1215	1216	1403	1403	AA	1463	N813AA	168	167	140	0	-1	MCO	ORD	1005	9	19	0		0					
1997	2	12	3	2047	2045	2157	2200	US	1263	N419US	130	135	114	-3	2	PHL	ORD	678	5	11	0		0					
1997	2	25	2	938	930	1528	1511	UA	676	N7261U	230	221	217	17	8	SMF	ORD	1781	5	8	0		0					
1997	2	4	2	1208	1210	1456	1504	CO	671	N92874	168	174	141	-8	-2	EWR	PBI	1024	3	24	0		0					
1997	2	27	4	1342	1215	1548	1357	UA	2020	N931UA	126	102	93	111	87	SFO	PDX	550	2	31	0		0					
1997	2	3	1	905	905	1031	1035	NW	1780	N8933E	86	90	66	-4	0	DTW	PHL	453	6	14	0		0					
1997	2	5	3	1137	1130	1254	1245	US	1408	N447US	77	75	65	9	7	RDU	PHL	336	6	6	0		0					
1997	2	16	7	1529	1530	1733	1729	CO	409	N809NY	184	179	138	4	-1	CLE	DFW	1021	8	38	0		0					
1997	2	20	4	2317	1655	39	1759	AA	457	N2DBAA	82	64	44	400	382	IAH	DFW	224	14	24	0		0					
1997	2	8	6	947	947	1206	1151	AA	535	N883AA	199	184	165	15	0	MIA	DFW	1121	14	20	0		0					
1997	2	12	3	723	723	1223	1200	AA	1308	N271AA	180	157	156	23	0	PSP	DFW	1126	14	10	0		0					
1997	2	4	2	652	655	828	838	AA	2095	N502AA	156	163	136	-10	-3	TPA	DFW	929	9	11	0		0					
1997	2	22	6	1133	1015	1618	1451	UA	1406	N974UA	165	156	144	87	78	DEN	DTW	1123	8	13	0		0					
1997	2	5	3	815	815	1013	1010	WN	608	N692	58	55	49	3	0	MDW	DTW	229	4	5	0		0					
1997	2	5	3	2257	2300	603	557	NW	924	N546US	246	237	226	6	-3	SEA	DTW	1927	7	13	0		0					
1997	2	5	3	757	800	959	1003	CO	396	N18513	122	123	105	-4	-3	ATL	EWR	745	8	9	0		0					
1997	2	28	5	700	700	1118	1114	CO	202	N72822	198	194	174	4	0	IAH	EWR	1400	6	18	0		0					
1997	2	27	4	1340	1340	1456	1452	CO	584	N15255	76	72	54	4	0	RIC	EWR	278	8	14	0		0					
1997	2	14	5	1637	1635	1952	1940	DL	153	N977DL	195	185	157	12	2	JFK	FLL	1069	3	35	0		0					
1997	2	13	4	1953	1850	2032	1939	NW	1573	N784NC	39	49	26	53	63	DTW	GRR	120	3	10	0		0					
1997	2	19	3	920	920	958	1000	WN	765	N612	38	40	27	-2	0	AUS	HOU	148	4	7	0		0					
1997	2	27	4		725		900	NW	1152	N961N		95				DTW	HPN	505	0	0	1		0					
1997	2	10	1	1047	1045	1344	1341	TW	502	N490SA	117	116	95	3	2	STL	IAD	696	6	16	0		0					
1997	2	15	6	901	820	1227	1118	CO	1659	N77827	266	238	236	69	41	EWR	IAH	1400	4	26	0		0					
1997	2	10	1	1725	1725	1920	1915	CO	1149	N17531	175	170	161	5	0	RDU	IAH	1043	5	9	0		0					
1997	2	23	7	1435	1435	1618	1620	WN	1051	N80	43	45	28	-2	0	MDW	IND	162	7	8	0		0					
1997	2	11	2	1905	1910	2059	2109	DL	1078	N910DE	114	119	89	-10	-5	CVG	JFK	589	9	16	0		0					
1997	2	26	3	1740	1740	1832	1835	WN	1682	N383	52	55	42	-3	0	BUR	LAS	223	2	8	0		0					
1997	2	18	2	1805	1755	1856	1845	WN	499	N374	51	50	37	11	10	ONT	LAS	197	4	10	0		0					
1997	2	17	1	1342	1330	1452	1440	WN	1643	N94	70	70	61	12	12	SMF	LAS	397	3	6	0		0					
1997	2	5	3	1207	1155	1344	1332	CO	617	N14840	217	217	196	12	12	IAH	LAX	1379	5	16	0		0					
1997	2	4	2	1127	1130	1344	1357	AA	259	N5DPAA	257	267	237	-13	-3	ORD	LAX	1745	6	14	0		0					
1997	2	21	5	2121	2120	2227	2238	UA	889	N395UA	66	78	50	-11	1	SFO	LAX	337	8	8	0		0					
1997	2	12	3	744	740	835	845	WN	612	N310	111	125	102	-10	4	MCI	ABQ	718	3	6	0		0					
1997	2	9	7	47	55	517	528	DL	2022	N618DL	150	153	134	-11	-8	ABQ	ATL	1269	7	9	0		0					
1997	2	28	5	1105	1100	1357	1249	DL	1817	N637DL	172	109	146	68	5	DCA	ATL	547	10	16	0		0					
1997	2	4	2	1116	1055	1253	1220	DL	1723	N938DL	97	85	77	33	21	IND	ATL	432	6	14	0		0					
1997	2	20	4	1001	1000	1222	1222	DL	1003	N112DL	81	82	56	0	1	MSY	ATL	425	15	10	0		0					
1997	2	11	2	2102	2105	2155	2158	DL	2083	N531DA	53	53	42	-3	-3	SAV	ATL	215	5	6	0		0					
1997	2	2	7	915	915	947	955	WN	866	N678	32	40	27	-8	0	HOU	AUS	148	2	3	0		0					
1997	2	12	3	1713	1650	1850	1745	US	740	N860US	97	55	66	65	23	PIT	BGM	251	5	26	0		0					
1997	2	19	3	1830	1831	1959	2000	AA	1529	N439AA	149	149	130	-1	-1	LGA	B	764	6	13	0		0					
1997	2	17	1	1056	1100	1218	1226	US	1862	N518AU	82	86	63	-8	-4	DCA	BOS	399	7	12	0		0					
1997	2	28	5	1652	1644	1955	2001	UA	1228	N544UA	123	137	101	-6	8	ORD	BOS	867	7	15	0		0					
1997	2	4	2	30	34	131	134	HP	2948	N308AW	61	60	41	-3	-4	LAS	BUR	223	3	17	0		0					
1997	2	28	5	1527	1530	1646	1705	NW	418	N613NW	79	95	60	-19	-3	DTW	BWI	408	4	15	0		0					
1997	2	17	1	1148	1150	1241	1252	DL	1180	N496DA	53	62	40	-11	-2	ATL	CHS	259	3	10	0		0					
1997	2	5	3	1846	1835	2043	2035	WN	524	N389	57	60	48	8	11	MDW	CLE	307	2	7	0		0					
1997	2	17	1	1930	1930	2059	2056	US	1614	N898US	89	86	68	3	0	CLE	CLT	430	4	17	0		0					
1997	2	13	4	651	650	858	852	US	682	N230AU	127	122	107	6	1	MIA	CLT	650	5	15	0		0					
1997	2	24	1	1737	1740	1914	1910	DL	622	N925DL	97	90	63	4	-3	ATL	CMH	446	4	30	0		0					
1997	2	11	2	2010	2010	2132	2128	CO	1835	N72830	142	138	122	4	0	IAH	COS	809	7	13	0		0					
1997	2	20	4	1334	1330	1534	1533	DL	847	N830WA	120	123	98	1	4	LGA	CVG	585	6	16	0		0					
1997	2	11	2	1353	1335	1618	1605	WN	89	N360	85	90	75	13	18	ABQ	DAL	580	3	7	0		0					
1997	2	20	4	1359	1340	1457	1430	NW	1247	N3312L	58	50	33	27	19	DTW	DAY	166	3	22	0		0					
1997	2	23	7	1230	1230	1335	1332	DL	1753	N413DA	65	62	42	3	0	LGA	DCA	214	5	18	0		0					
1997	2	3	1	631	635	934	942	UA	1406	N901UA	123	127	112	-8	-4	BUR	DEN	850	3	8	0		0					
1997	2	9	7	1850	1850	1923	1931	UA	341	N514UA	93	101	76	-8	0	MCI	DEN	533	6	11	0		0					
1997	2	21	5	819	815	1137	1141	UA	1236	N7294U	138	146	121	-4	4	SJC	DEN	948	6	11	0		0					
1997	3	27	4	957	951	1125	1121	AA	1001	N502AA	148	150	135	4	6	DFW	PHX	868	2	11	0		0					
1997	3	18	2	1730	1730	1940	1940	WN	719	N384	70	70	61	0	0	LAX	PHX	370	3	6	0		0					
1997	3	4	2		805		1005	WN	1106	UNKNOW		60				SAN	PHX	304	0	0	1		0					
1997	3	21	5	1020	1018	1147	1150	DL	1692	N915DL	87	92	71	-3	2	ATL	PIT	526	6	10	0		0					
1997	3	24	1	815	815	1048	1055	US	1654	N811US	153	160	138	-7	0	FLL	PIT	994	6	9	0		0					
1997	3	15	6	954	955	1105	1110	US	882	N963VJ	71	75	59	-5	-1	RIC	PIT	259	3	9	0		0					
1997	3	22	6	928	930	1150	1205	DL	2436	N311DL	142	155	128	-15	-2	MCO	PVD	1073	4	10	0		0					
1997	3	3	1	2025	2027	2350	15	AA	1236	N450AA	145	168	123	-25	-2	DFW	RIC	1158	3	19	0		0					
1997	3	18	2	2053	2055	2151	2205	US	1664	N443US	58	70	43	-14	-2	LGA	ROC	254	3	12	0		0					
1997	3	14	5	1720	1705	1947	1928	UA	165	N562UA	327	323	315	19	15	IAD	SAN	2253	2	10	0		0					
1997	3	25	2	1145	1145	1259	1305	WN	489	N349	74	80	65	-6	0	SMF	SAN	480	2	7	0		0					
1997	3	6	4	1924	1920	2014	2019	DL	1412	N295WA	50	59	34	-5	4	ATL	SAV	215	3	13	0		0					
1997	3	31	1	1629	1630	1817	1822	UA	1783	N385UA	168	172	144	-5	-1	DEN	SEA	1024	4	20	0		0					
1997	3	3	1	903	903	1054	1052	HP	2844	N640AW	171	169	157	2	0	PHX	SEA	1107	3	11	0		0					
1997	3	21	5	2030	2024	2213	2200	UA	509	N523UA	163	156	135	13	6	DEN	SFO	967	6	22	0		0					
1997	3	7	5	1837	1710	1950	1830	UA	2054	N922UA	73	80	55	80	87	LAX	SFO	337	4	14	0		0					
1997	3	17	1	1121	1120	1243	1301	UA	2940	N918UA	82	101	69	-18	1	SAN	SFO	447	5	8	0		0					
1997	3	7	5	955	955	1051	1100	WN	1672	N621	56	65	48	-9	0	LAX	SJC	308	3	5	0		0					
1997	3	5	3	1340	1343	2028	2013	AA	1456	N5DPAA	288	270	261	15	-3	ORD	SJU	2072	4	23	0		0					
1997	3	24	1	1622	1550	1914	1825	WN	1567	N332	112	95	92	49	32	LAX	SLC	590	4	16	0		0					
1997	3	5	3	2009	1955	2112	2105	WN	769	N618	63	70	53	7	14	BUR	SMF	358	2	8	0		0					
1997	3	5	3	1217	1140	1400	1335	NW	115	N350NW	223	235	206	25	37	MSP	S	1522	5	12	0		0					
1997	3	1	6	1730	1705	1943	1915	TW	199	N54337	193	190	164	28	25	BOS	STL	1046	4	25	0		0					
1997	3	12	3	1828	1830	2030	2029	TW	282	N415EA	122	119	96	1	-2	HOU	STL	687	12	14	0		0					
1997	3	31	1	2037	2031	2147	2150	TW	307	N415EA	70	79	53	-3	6	MKE	STL	317	6	11	0		0					
1997	3	29	6	1837	1820	1834	1830	WN	1064	N62	57	70	48	4	17	SDF	STL	254	4	5	0		0					
1997	3	28	5	1033	1030	1155	1151	DL	1415	N543DA	82	81	58	4	3	ATL	TPA	406	8	16	0		0					
1997	3	22	6	1209	1200	1431	1424	US	219	N439US	142	144	120	7	9	PIT	TPA	873	6	16	0		0					
1997	3	31	1	1521	1520	1616	1620	NW	1583	N922RW	55	60	40	-4	1	DTW	TVC	207	2	13	0		0					
1997	3	11	2	1703	1652	1808	1759	US	785	N349US	65	67	57	9	11	BUF	LGA	292	5	3	0		0					
1997	3	10	1	1410	1410	1742	1738	NW	634	N945N	152	148	126	4	0	MEM	LGA	963	9	17	0		0					
1997	3	3	1	1138	1139	1237	1240	AA	1526	N534AA	59	61	46	-3	-1	DFW	LIT	304	5	8	0		0					
1997	3	4	2	1200	1120	1326	1240	WN	571	N86	86	80	73	46	40	MDW	MCI	405	4	9	0		0					
1997	3	22	6	1600	1600	1813	1821	US	975	N395US	133	141	118	-8	0	BWI	MCO	787	5	10	0		0					
1997	3	27	4	2025	2025	2309	2313	NW	958	N517US	104	108	87	-4	0	MEM	MCO	683	5	12	0		0					
